id,selected_abstract,Human 1,Questions from DeepSeek,rqg_confidence,relevance,quality
,"acquisition of semantic classes for adjectives from distributional evidence in this paper , we present a clustering experiment directed at the acquisition of semantic classes for adjectives in catalan , using only shallow distributional features . we define a broad-coverage classification for adjectives based on ontological semantics . we classify along two parameters ( number of arguments and ontological kind of denotation ) , achieving reliable agreement results among human judges . the clustering procedure achieves a comparable agreement score for one of the parameters , and a little lower for the other .","This work documents an experiment in automatically classifying Catalan adjectives purely on the basis of their distributional properties (how they occur in text).The authors constructed a general classification system of adjectives based on ontological semantics, taking into account both how many arguments an adjective takes and the ontological category of its denotation. Human judges were in general agreement with this classification.The automated clustering process attained comparable agreement for one set of classification parameters and slightly lower for the other.",What shallow distributional features were used in the clustering experiment?,0,Weakly Relevant,Weak
,"acquisition of semantic classes for adjectives from distributional evidence in this paper , we present a clustering experiment directed at the acquisition of semantic classes for adjectives in catalan , using only shallow distributional features . we define a broad-coverage classification for adjectives based on ontological semantics . we classify along two parameters ( number of arguments and ontological kind of denotation ) , achieving reliable agreement results among human judges . the clustering procedure achieves a comparable agreement score for one of the parameters , and a little lower for the other .","This work documents an experiment in automatically classifying Catalan adjectives purely on the basis of their distributional properties (how they occur in text).The authors constructed a general classification system of adjectives based on ontological semantics, taking into account both how many arguments an adjective takes and the ontological category of its denotation. Human judges were in general agreement with this classification.The automated clustering process attained comparable agreement for one set of classification parameters and slightly lower for the other.","Is the classification designed for Catalan only, or is it language-independent in principle?",0.6998,Partially Relevant,Moderate
,"acquisition of semantic classes for adjectives from distributional evidence in this paper , we present a clustering experiment directed at the acquisition of semantic classes for adjectives in catalan , using only shallow distributional features . we define a broad-coverage classification for adjectives based on ontological semantics . we classify along two parameters ( number of arguments and ontological kind of denotation ) , achieving reliable agreement results among human judges . the clustering procedure achieves a comparable agreement score for one of the parameters , and a little lower for the other .","This work documents an experiment in automatically classifying Catalan adjectives purely on the basis of their distributional properties (how they occur in text).The authors constructed a general classification system of adjectives based on ontological semantics, taking into account both how many arguments an adjective takes and the ontological category of its denotation. Human judges were in general agreement with this classification.The automated clustering process attained comparable agreement for one set of classification parameters and slightly lower for the other.",How reliable (quantitatively) were the human agreement results for each parameter?,0.7365,Weakly Relevant,Weak
,"  features for detecting hedge cues
we present a sequential labeling approach to hedge cue detection submitted to the biological portion of task 1 for the conll2010 shared task . our main approach is as follows . we make use of partial syntactic information together with features obtained from the unlabeled corpus , and convert the task into one of sequential biotagging . if a cue is found , a sentence is classified as uncertain and certain otherwise . to examine a large number of feature combinations , we employ a genetic algorithm . while some features obtained by this method are difficult to interpret , they were shown to improve the performance of the final system .
","This paper outlines an automatic way of discovering ""hedge cues"" (phrases or words that convey uncertainty) in text, particularly biological text, as part of a competition (CoNLL 2010 shared task). Utilizing some syntactic data and unlabelled text features. Approaching the issue as a sequence labeling task (BIOTagging), where every word is labeled for whether it belongs to a hedge cue.If a cue is found, the sentence is labeled as ""uncertain""; otherwise, it's ""certain."" They employed a genetic algorithm to search through numerous combinations of features, even though some of these features were difficult to interpret.","What was the specific shared task and dataset used (CoNLL 2010 shared task, biological portion of task 1)?",0.7094,Weakly Relevant,Weak
,"  features for detecting hedge cues
we present a sequential labeling approach to hedge cue detection submitted to the biological portion of task 1 for the conll2010 shared task . our main approach is as follows . we make use of partial syntactic information together with features obtained from the unlabeled corpus , and convert the task into one of sequential biotagging . if a cue is found , a sentence is classified as uncertain and certain otherwise . to examine a large number of feature combinations , we employ a genetic algorithm . while some features obtained by this method are difficult to interpret , they were shown to improve the performance of the final system .
","This paper outlines an automatic way of discovering ""hedge cues"" (phrases or words that convey uncertainty) in text, particularly biological text, as part of a competition (CoNLL 2010 shared task). Utilizing some syntactic data and unlabelled text features. Approaching the issue as a sequence labeling task (BIOTagging), where every word is labeled for whether it belongs to a hedge cue.If a cue is found, the sentence is labeled as ""uncertain""; otherwise, it's ""certain."" They employed a genetic algorithm to search through numerous combinations of features, even though some of these features were difficult to interpret.",What sequential labeling scheme was used (BIOTagging)?,0.4037,Weakly Relevant,Weak
,"  features for detecting hedge cues
we present a sequential labeling approach to hedge cue detection submitted to the biological portion of task 1 for the conll2010 shared task . our main approach is as follows . we make use of partial syntactic information together with features obtained from the unlabeled corpus , and convert the task into one of sequential biotagging . if a cue is found , a sentence is classified as uncertain and certain otherwise . to examine a large number of feature combinations , we employ a genetic algorithm . while some features obtained by this method are difficult to interpret , they were shown to improve the performance of the final system .
","This paper outlines an automatic way of discovering ""hedge cues"" (phrases or words that convey uncertainty) in text, particularly biological text, as part of a competition (CoNLL 2010 shared task). Utilizing some syntactic data and unlabelled text features. Approaching the issue as a sequence labeling task (BIOTagging), where every word is labeled for whether it belongs to a hedge cue.If a cue is found, the sentence is labeled as ""uncertain""; otherwise, it's ""certain."" They employed a genetic algorithm to search through numerous combinations of features, even though some of these features were difficult to interpret.",What kind of search method was used to explore feature combinations (genetic algorithm)?,0.1208,Weakly Relevant,Weak
,"  features for detecting hedge cues
we present a sequential labeling approach to hedge cue detection submitted to the biological portion of task 1 for the conll2010 shared task . our main approach is as follows . we make use of partial syntactic information together with features obtained from the unlabeled corpus , and convert the task into one of sequential biotagging . if a cue is found , a sentence is classified as uncertain and certain otherwise . to examine a large number of feature combinations , we employ a genetic algorithm . while some features obtained by this method are difficult to interpret , they were shown to improve the performance of the final system .
","This paper outlines an automatic way of discovering ""hedge cues"" (phrases or words that convey uncertainty) in text, particularly biological text, as part of a competition (CoNLL 2010 shared task). Utilizing some syntactic data and unlabelled text features. Approaching the issue as a sequence labeling task (BIOTagging), where every word is labeled for whether it belongs to a hedge cue.If a cue is found, the sentence is labeled as ""uncertain""; otherwise, it's ""certain."" They employed a genetic algorithm to search through numerous combinations of features, even though some of these features were difficult to interpret.",Were any of the automatically discovered features difficult to interpret?,0.5793,Weakly Relevant,Weak
,"  features for detecting hedge cues
we present a sequential labeling approach to hedge cue detection submitted to the biological portion of task 1 for the conll2010 shared task . our main approach is as follows . we make use of partial syntactic information together with features obtained from the unlabeled corpus , and convert the task into one of sequential biotagging . if a cue is found , a sentence is classified as uncertain and certain otherwise . to examine a large number of feature combinations , we employ a genetic algorithm . while some features obtained by this method are difficult to interpret , they were shown to improve the performance of the final system .
","This paper outlines an automatic way of discovering ""hedge cues"" (phrases or words that convey uncertainty) in text, particularly biological text, as part of a competition (CoNLL 2010 shared task). Utilizing some syntactic data and unlabelled text features. Approaching the issue as a sequence labeling task (BIOTagging), where every word is labeled for whether it belongs to a hedge cue.If a cue is found, the sentence is labeled as ""uncertain""; otherwise, it's ""certain."" They employed a genetic algorithm to search through numerous combinations of features, even though some of these features were difficult to interpret.",How did the genetic algorithm improve performance compared to not using it?,0.6118,Weakly Relevant,Weak
,"semantic extraction with wide-coverage lexical resources
we report on results of combining graphical modeling techniques with information extraction resources ( pattern dictionary and lexicon ) for both frame and semantic role assignment . our approach demonstrates the use of two human built knowledge bases ( wordnet and framenet ) for the task of semantic extraction .","Research on semantic extraction using graphical modelling in conjunction with pre-existing information extraction tools (such as lexicons and pattern dictionaries) is presented in this paper. The main contribution is demonstrating the efficient assignment of semantic frames (the overall situation) and semantic roles (the roles of the participants) within text using WordNet and FrameNet, two human-built knowledge bases.",What specific graphical modeling techniques were used?,0.3005,Weakly Relevant,Weak
,"semantic extraction with wide-coverage lexical resources
we report on results of combining graphical modeling techniques with information extraction resources ( pattern dictionary and lexicon ) for both frame and semantic role assignment . our approach demonstrates the use of two human built knowledge bases ( wordnet and framenet ) for the task of semantic extraction .","Research on semantic extraction using graphical modelling in conjunction with pre-existing information extraction tools (such as lexicons and pattern dictionaries) is presented in this paper. The main contribution is demonstrating the efficient assignment of semantic frames (the overall situation) and semantic roles (the roles of the participants) within text using WordNet and FrameNet, two human-built knowledge bases.",How were WordNet and FrameNet combined in the approach?,0.2808,Partially Relevant,Moderate
,"semantic extraction with wide-coverage lexical resources
we report on results of combining graphical modeling techniques with information extraction resources ( pattern dictionary and lexicon ) for both frame and semantic role assignment . our approach demonstrates the use of two human built knowledge bases ( wordnet and framenet ) for the task of semantic extraction .","Research on semantic extraction using graphical modelling in conjunction with pre-existing information extraction tools (such as lexicons and pattern dictionaries) is presented in this paper. The main contribution is demonstrating the efficient assignment of semantic frames (the overall situation) and semantic roles (the roles of the participants) within text using WordNet and FrameNet, two human-built knowledge bases.",What is the difference between frame assignment and semantic role assignment in this work?,0.6977,Relevant,Strong
,"semantic extraction with wide-coverage lexical resources
we report on results of combining graphical modeling techniques with information extraction resources ( pattern dictionary and lexicon ) for both frame and semantic role assignment . our approach demonstrates the use of two human built knowledge bases ( wordnet and framenet ) for the task of semantic extraction .","Research on semantic extraction using graphical modelling in conjunction with pre-existing information extraction tools (such as lexicons and pattern dictionaries) is presented in this paper. The main contribution is demonstrating the efficient assignment of semantic frames (the overall situation) and semantic roles (the roles of the participants) within text using WordNet and FrameNet, two human-built knowledge bases.",What pattern dictionary and lexicon were used as information extraction resources?,0.7003,Weakly Relevant,Weak
,"semantic extraction with wide-coverage lexical resources
we report on results of combining graphical modeling techniques with information extraction resources ( pattern dictionary and lexicon ) for both frame and semantic role assignment . our approach demonstrates the use of two human built knowledge bases ( wordnet and framenet ) for the task of semantic extraction .","Research on semantic extraction using graphical modelling in conjunction with pre-existing information extraction tools (such as lexicons and pattern dictionaries) is presented in this paper. The main contribution is demonstrating the efficient assignment of semantic frames (the overall situation) and semantic roles (the roles of the participants) within text using WordNet and FrameNet, two human-built knowledge bases.",How were the results evaluated and what were the main quantitative findings?,0.4002,Weakly Relevant,Weak
,"evaluating a crosslinguistic grammar resource : a case study of wambaya
this paper evaluates the lingo grammar matrix , a cross-linguistic resource for the development of precision broad coverage grammars , by applying it to the australian language wambaya . despite large typological differences between wambaya and the languages on which the development of the resource was based , the grammar matrix is found to provide a significant jump-start in the creation of the grammar for wambaya : with less than 5.5 person-weeks of development , the wambaya grammar was able to assign correct semantic representations to 76 % of the sentences in a naturally occurring text . while the work on wambaya identified some areas of refinement for the grammar matrix , 59 % of the matrix-provided types were invoked in the final wambaya grammar , and only 4 % of the matrix-provided types required modification ","This study applies the LINGO Grammar Matrix, a tool for developing thorough grammars for different languages, to the Australian language of Wambaya in order to assess it.The Grammar Matrix proved to be very helpful, even though Wambaya and the languages it was originally based on differed greatly. The Wambaya grammar, which was developed using the Matrix, was able to correctly assign semantic representations to 76% of sentences from a natural text in less than 5.5 person-weeks.Even though the project pointed out areas where the Grammar Matrix needed improvement, only 4% of the types it provided needed to be changed, and a significant 59% of them were used in the final Wambaya grammar.",What is the full name of the resource being evaluated (LINGO Grammar Matrix)?,0.3003,Weakly Relevant,Weak
,"evaluating a crosslinguistic grammar resource : a case study of wambaya
this paper evaluates the lingo grammar matrix , a cross-linguistic resource for the development of precision broad coverage grammars , by applying it to the australian language wambaya . despite large typological differences between wambaya and the languages on which the development of the resource was based , the grammar matrix is found to provide a significant jump-start in the creation of the grammar for wambaya : with less than 5.5 person-weeks of development , the wambaya grammar was able to assign correct semantic representations to 76 % of the sentences in a naturally occurring text . while the work on wambaya identified some areas of refinement for the grammar matrix , 59 % of the matrix-provided types were invoked in the final wambaya grammar , and only 4 % of the matrix-provided types required modification ","This study applies the LINGO Grammar Matrix, a tool for developing thorough grammars for different languages, to the Australian language of Wambaya in order to assess it.The Grammar Matrix proved to be very helpful, even though Wambaya and the languages it was originally based on differed greatly. The Wambaya grammar, which was developed using the Matrix, was able to correctly assign semantic representations to 76% of sentences from a natural text in less than 5.5 person-weeks.Even though the project pointed out areas where the Grammar Matrix needed improvement, only 4% of the types it provided needed to be changed, and a significant 59% of them were used in the final Wambaya grammar.",What kind of semantic representations were assigned to sentences?,0.5063,Weakly Relevant,Weak
,"evaluating a crosslinguistic grammar resource : a case study of wambaya
this paper evaluates the lingo grammar matrix , a cross-linguistic resource for the development of precision broad coverage grammars , by applying it to the australian language wambaya . despite large typological differences between wambaya and the languages on which the development of the resource was based , the grammar matrix is found to provide a significant jump-start in the creation of the grammar for wambaya : with less than 5.5 person-weeks of development , the wambaya grammar was able to assign correct semantic representations to 76 % of the sentences in a naturally occurring text . while the work on wambaya identified some areas of refinement for the grammar matrix , 59 % of the matrix-provided types were invoked in the final wambaya grammar , and only 4 % of the matrix-provided types required modification ","This study applies the LINGO Grammar Matrix, a tool for developing thorough grammars for different languages, to the Australian language of Wambaya in order to assess it.The Grammar Matrix proved to be very helpful, even though Wambaya and the languages it was originally based on differed greatly. The Wambaya grammar, which was developed using the Matrix, was able to correctly assign semantic representations to 76% of sentences from a natural text in less than 5.5 person-weeks.Even though the project pointed out areas where the Grammar Matrix needed improvement, only 4% of the types it provided needed to be changed, and a significant 59% of them were used in the final Wambaya grammar.",How many person-weeks were required to develop the Wambaya grammar?,0.0312,Weakly Relevant,Weak
,"evaluating a crosslinguistic grammar resource : a case study of wambaya
this paper evaluates the lingo grammar matrix , a cross-linguistic resource for the development of precision broad coverage grammars , by applying it to the australian language wambaya . despite large typological differences between wambaya and the languages on which the development of the resource was based , the grammar matrix is found to provide a significant jump-start in the creation of the grammar for wambaya : with less than 5.5 person-weeks of development , the wambaya grammar was able to assign correct semantic representations to 76 % of the sentences in a naturally occurring text . while the work on wambaya identified some areas of refinement for the grammar matrix , 59 % of the matrix-provided types were invoked in the final wambaya grammar , and only 4 % of the matrix-provided types required modification ","This study applies the LINGO Grammar Matrix, a tool for developing thorough grammars for different languages, to the Australian language of Wambaya in order to assess it.The Grammar Matrix proved to be very helpful, even though Wambaya and the languages it was originally based on differed greatly. The Wambaya grammar, which was developed using the Matrix, was able to correctly assign semantic representations to 76% of sentences from a natural text in less than 5.5 person-weeks.Even though the project pointed out areas where the Grammar Matrix needed improvement, only 4% of the types it provided needed to be changed, and a significant 59% of them were used in the final Wambaya grammar.",What percentage of sentences received correct semantic representations (76%)?,0.9393,Partially Relevant,Moderate
,"evaluating a crosslinguistic grammar resource : a case study of wambaya
this paper evaluates the lingo grammar matrix , a cross-linguistic resource for the development of precision broad coverage grammars , by applying it to the australian language wambaya . despite large typological differences between wambaya and the languages on which the development of the resource was based , the grammar matrix is found to provide a significant jump-start in the creation of the grammar for wambaya : with less than 5.5 person-weeks of development , the wambaya grammar was able to assign correct semantic representations to 76 % of the sentences in a naturally occurring text . while the work on wambaya identified some areas of refinement for the grammar matrix , 59 % of the matrix-provided types were invoked in the final wambaya grammar , and only 4 % of the matrix-provided types required modification ","This study applies the LINGO Grammar Matrix, a tool for developing thorough grammars for different languages, to the Australian language of Wambaya in order to assess it.The Grammar Matrix proved to be very helpful, even though Wambaya and the languages it was originally based on differed greatly. The Wambaya grammar, which was developed using the Matrix, was able to correctly assign semantic representations to 76% of sentences from a natural text in less than 5.5 person-weeks.Even though the project pointed out areas where the Grammar Matrix needed improvement, only 4% of the types it provided needed to be changed, and a significant 59% of them were used in the final Wambaya grammar.","What percentage of matrix-provided types required no modification versus those that needed modification (59% invoked, 4% modified)?",0,Weakly Relevant,Weak
,"morpho-syntactic clues for terminological processing in serbian
in this paper we discuss morpho-syntactic clues that can be used to facilitate terminological processing in serbian . a method ( called srce ) for automatic extraction of multiword terms is presented . the approach incorporates a set of generic morpho-syntactic filters for recognition of term candidates , a method for conflation of morphological variants and a module for foreign word recognition . morpho-syntactic filters describe general term formation patterns , and are implemented as generic regular expressions . the inner structure together with the agreements within term candidates are used as clues to discover the boundaries of nested terms . the results of the terminological processing of a textbook corpus in the domains of mathematics and computer science are presented .
","The usefulness of morpho-syntactic clues for enhancing Serbian terminological processing is examined in this paper. It presents SRCE, an automated technique for extracting terms with multiple words. SRCE incorporates a number of elements: Regular expressions are used as generic morpho-syntactic filters to identify possible term candidates.a system for confusing different word morphologies.a module made especially for recognising foreign words. To determine the limits of nested terms, the system makes use of the internal organisation of term candidates and inter-word agreements. The results of using this approach on a corpus of mathematics and computer science textbooks are presented in the abstract's conclusion.",What does the acronym SRCE stand for?,0.7008,Weakly Relevant,Weak
,"morpho-syntactic clues for terminological processing in serbian
in this paper we discuss morpho-syntactic clues that can be used to facilitate terminological processing in serbian . a method ( called srce ) for automatic extraction of multiword terms is presented . the approach incorporates a set of generic morpho-syntactic filters for recognition of term candidates , a method for conflation of morphological variants and a module for foreign word recognition . morpho-syntactic filters describe general term formation patterns , and are implemented as generic regular expressions . the inner structure together with the agreements within term candidates are used as clues to discover the boundaries of nested terms . the results of the terminological processing of a textbook corpus in the domains of mathematics and computer science are presented .
","The usefulness of morpho-syntactic clues for enhancing Serbian terminological processing is examined in this paper. It presents SRCE, an automated technique for extracting terms with multiple words. SRCE incorporates a number of elements: Regular expressions are used as generic morpho-syntactic filters to identify possible term candidates.a system for confusing different word morphologies.a module made especially for recognising foreign words. To determine the limits of nested terms, the system makes use of the internal organisation of term candidates and inter-word agreements. The results of using this approach on a corpus of mathematics and computer science textbooks are presented in the abstract's conclusion.",What are the specific generic morpho-syntactic filters used as regular expressions?,0.8858,Partially Relevant,Moderate
,"morpho-syntactic clues for terminological processing in serbian
in this paper we discuss morpho-syntactic clues that can be used to facilitate terminological processing in serbian . a method ( called srce ) for automatic extraction of multiword terms is presented . the approach incorporates a set of generic morpho-syntactic filters for recognition of term candidates , a method for conflation of morphological variants and a module for foreign word recognition . morpho-syntactic filters describe general term formation patterns , and are implemented as generic regular expressions . the inner structure together with the agreements within term candidates are used as clues to discover the boundaries of nested terms . the results of the terminological processing of a textbook corpus in the domains of mathematics and computer science are presented .
","The usefulness of morpho-syntactic clues for enhancing Serbian terminological processing is examined in this paper. It presents SRCE, an automated technique for extracting terms with multiple words. SRCE incorporates a number of elements: Regular expressions are used as generic morpho-syntactic filters to identify possible term candidates.a system for confusing different word morphologies.a module made especially for recognising foreign words. To determine the limits of nested terms, the system makes use of the internal organisation of term candidates and inter-word agreements. The results of using this approach on a corpus of mathematics and computer science textbooks are presented in the abstract's conclusion.","What is meant by ""conflation of morphological variants"" in the method?",0,Weakly Relevant,Weak
,"morpho-syntactic clues for terminological processing in serbian
in this paper we discuss morpho-syntactic clues that can be used to facilitate terminological processing in serbian . a method ( called srce ) for automatic extraction of multiword terms is presented . the approach incorporates a set of generic morpho-syntactic filters for recognition of term candidates , a method for conflation of morphological variants and a module for foreign word recognition . morpho-syntactic filters describe general term formation patterns , and are implemented as generic regular expressions . the inner structure together with the agreements within term candidates are used as clues to discover the boundaries of nested terms . the results of the terminological processing of a textbook corpus in the domains of mathematics and computer science are presented .
","The usefulness of morpho-syntactic clues for enhancing Serbian terminological processing is examined in this paper. It presents SRCE, an automated technique for extracting terms with multiple words. SRCE incorporates a number of elements: Regular expressions are used as generic morpho-syntactic filters to identify possible term candidates.a system for confusing different word morphologies.a module made especially for recognising foreign words. To determine the limits of nested terms, the system makes use of the internal organisation of term candidates and inter-word agreements. The results of using this approach on a corpus of mathematics and computer science textbooks are presented in the abstract's conclusion.",How does the system use agreements within term candidates to discover nested term boundaries?,0.3023,Weakly Relevant,Weak
,"morpho-syntactic clues for terminological processing in serbian
in this paper we discuss morpho-syntactic clues that can be used to facilitate terminological processing in serbian . a method ( called srce ) for automatic extraction of multiword terms is presented . the approach incorporates a set of generic morpho-syntactic filters for recognition of term candidates , a method for conflation of morphological variants and a module for foreign word recognition . morpho-syntactic filters describe general term formation patterns , and are implemented as generic regular expressions . the inner structure together with the agreements within term candidates are used as clues to discover the boundaries of nested terms . the results of the terminological processing of a textbook corpus in the domains of mathematics and computer science are presented .
","The usefulness of morpho-syntactic clues for enhancing Serbian terminological processing is examined in this paper. It presents SRCE, an automated technique for extracting terms with multiple words. SRCE incorporates a number of elements: Regular expressions are used as generic morpho-syntactic filters to identify possible term candidates.a system for confusing different word morphologies.a module made especially for recognising foreign words. To determine the limits of nested terms, the system makes use of the internal organisation of term candidates and inter-word agreements. The results of using this approach on a corpus of mathematics and computer science textbooks are presented in the abstract's conclusion.",What were the quantitative results of terminological processing on the textbook corpus?,0.5128,Weakly Relevant,Weak
,"cross-document coreference on a large scale corpus in this paper , we will compare and evaluate the effectiveness of different statistical methods in the task of cross-document coreference resolution . we created entity models for different test sets and compare the following disambiguation and clustering techniques to cluster the entity models in order to create coreference chains : incremental vector space kl-divergence agglomerative vector space","The main objective of this paper is to assess the efficacy of different statistical techniques in cross-document coreference resolution. For various test sets, the researchers created entity models. In order to group these entity models and create coreference chains, they then evaluated the effectiveness of a number of disambiguation and clustering strategies, particularly agglomerative vector space methods and incremental vector space KL-divergence.",What is the name or size of the large scale corpus used?,0.4707,Weakly Relevant,Weak
,"cross-document coreference on a large scale corpus in this paper , we will compare and evaluate the effectiveness of different statistical methods in the task of cross-document coreference resolution . we created entity models for different test sets and compare the following disambiguation and clustering techniques to cluster the entity models in order to create coreference chains : incremental vector space kl-divergence agglomerative vector space","The main objective of this paper is to assess the efficacy of different statistical techniques in cross-document coreference resolution. For various test sets, the researchers created entity models. In order to group these entity models and create coreference chains, they then evaluated the effectiveness of a number of disambiguation and clustering strategies, particularly agglomerative vector space methods and incremental vector space KL-divergence.",What are entity models and how were they created for each test set?,0.7601,Weakly Relevant,Weak
,"cross-document coreference on a large scale corpus in this paper , we will compare and evaluate the effectiveness of different statistical methods in the task of cross-document coreference resolution . we created entity models for different test sets and compare the following disambiguation and clustering techniques to cluster the entity models in order to create coreference chains : incremental vector space kl-divergence agglomerative vector space","The main objective of this paper is to assess the efficacy of different statistical techniques in cross-document coreference resolution. For various test sets, the researchers created entity models. In order to group these entity models and create coreference chains, they then evaluated the effectiveness of a number of disambiguation and clustering strategies, particularly agglomerative vector space methods and incremental vector space KL-divergence.",What does KL-divergence refer to in the clustering techniques?,0.7459,Weakly Relevant,Weak
,"cross-document coreference on a large scale corpus in this paper , we will compare and evaluate the effectiveness of different statistical methods in the task of cross-document coreference resolution . we created entity models for different test sets and compare the following disambiguation and clustering techniques to cluster the entity models in order to create coreference chains : incremental vector space kl-divergence agglomerative vector space","The main objective of this paper is to assess the efficacy of different statistical techniques in cross-document coreference resolution. For various test sets, the researchers created entity models. In order to group these entity models and create coreference chains, they then evaluated the effectiveness of a number of disambiguation and clustering strategies, particularly agglomerative vector space methods and incremental vector space KL-divergence.",How was incremental vector space KL-divergence implemented compared to agglomerative vector space?,0,Weakly Relevant,Weak
,"cross-document coreference on a large scale corpus in this paper , we will compare and evaluate the effectiveness of different statistical methods in the task of cross-document coreference resolution . we created entity models for different test sets and compare the following disambiguation and clustering techniques to cluster the entity models in order to create coreference chains : incremental vector space kl-divergence agglomerative vector space","The main objective of this paper is to assess the efficacy of different statistical techniques in cross-document coreference resolution. For various test sets, the researchers created entity models. In order to group these entity models and create coreference chains, they then evaluated the effectiveness of a number of disambiguation and clustering strategies, particularly agglomerative vector space methods and incremental vector space KL-divergence.",What were the comparative results of the different clustering techniques?,0.4001,Weakly Relevant,Weak
,"opensonar : user-driven development of the sonar corpus interfaces opensonar is an online system that allows for analyzing and searching the large scale dutch reference corpus sonar . due to the size of the corpus , accessing the information contained in the dataset has proven to be difficult for less technically inclined researchers . the opensonar project aims to facilitate the use of the sonar corpus by providing a user-friendly online interface . to make sure that the resulting system is practically useful , several user groups have been identified , who drive the interface development process by providing practical use cases . the current system is already used in educational and research settings .","In order to facilitate access to the extensive Dutch reference corpus, Sonar, this paper presents OpenSonar, an online system. The OpenSonar project aims to develop an intuitive online interface because it understands that less technical researchers find the corpus's size and complexity difficult to handle. The system's development is user-driven, with multiple user groups contributing real-world use cases to guarantee its practical utility. The system is already being used in research and educational settings.",What does the acronym SONAR stand for or refer to?,0.5789,Weakly Relevant,Weak
,"opensonar : user-driven development of the sonar corpus interfaces opensonar is an online system that allows for analyzing and searching the large scale dutch reference corpus sonar . due to the size of the corpus , accessing the information contained in the dataset has proven to be difficult for less technically inclined researchers . the opensonar project aims to facilitate the use of the sonar corpus by providing a user-friendly online interface . to make sure that the resulting system is practically useful , several user groups have been identified , who drive the interface development process by providing practical use cases . the current system is already used in educational and research settings .","In order to facilitate access to the extensive Dutch reference corpus, Sonar, this paper presents OpenSonar, an online system. The OpenSonar project aims to develop an intuitive online interface because it understands that less technical researchers find the corpus's size and complexity difficult to handle. The system's development is user-driven, with multiple user groups contributing real-world use cases to guarantee its practical utility. The system is already being used in research and educational settings.",What specific user groups were identified to drive the interface development?,0.9046,Weakly Relevant,Weak
,"opensonar : user-driven development of the sonar corpus interfaces opensonar is an online system that allows for analyzing and searching the large scale dutch reference corpus sonar . due to the size of the corpus , accessing the information contained in the dataset has proven to be difficult for less technically inclined researchers . the opensonar project aims to facilitate the use of the sonar corpus by providing a user-friendly online interface . to make sure that the resulting system is practically useful , several user groups have been identified , who drive the interface development process by providing practical use cases . the current system is already used in educational and research settings .","In order to facilitate access to the extensive Dutch reference corpus, Sonar, this paper presents OpenSonar, an online system. The OpenSonar project aims to develop an intuitive online interface because it understands that less technical researchers find the corpus's size and complexity difficult to handle. The system's development is user-driven, with multiple user groups contributing real-world use cases to guarantee its practical utility. The system is already being used in research and educational settings.",What are the key features or functionalities of the OpenSonar online interface?,0.7384,Weakly Relevant,Weak
,"opensonar : user-driven development of the sonar corpus interfaces opensonar is an online system that allows for analyzing and searching the large scale dutch reference corpus sonar . due to the size of the corpus , accessing the information contained in the dataset has proven to be difficult for less technically inclined researchers . the opensonar project aims to facilitate the use of the sonar corpus by providing a user-friendly online interface . to make sure that the resulting system is practically useful , several user groups have been identified , who drive the interface development process by providing practical use cases . the current system is already used in educational and research settings .","In order to facilitate access to the extensive Dutch reference corpus, Sonar, this paper presents OpenSonar, an online system. The OpenSonar project aims to develop an intuitive online interface because it understands that less technical researchers find the corpus's size and complexity difficult to handle. The system's development is user-driven, with multiple user groups contributing real-world use cases to guarantee its practical utility. The system is already being used in research and educational settings.","What does ""user-driven development"" mean in practical terms for this project?",0.7384,Weakly Relevant,Weak
,"opensonar : user-driven development of the sonar corpus interfaces opensonar is an online system that allows for analyzing and searching the large scale dutch reference corpus sonar . due to the size of the corpus , accessing the information contained in the dataset has proven to be difficult for less technically inclined researchers . the opensonar project aims to facilitate the use of the sonar corpus by providing a user-friendly online interface . to make sure that the resulting system is practically useful , several user groups have been identified , who drive the interface development process by providing practical use cases . the current system is already used in educational and research settings .","In order to facilitate access to the extensive Dutch reference corpus, Sonar, this paper presents OpenSonar, an online system. The OpenSonar project aims to develop an intuitive online interface because it understands that less technical researchers find the corpus's size and complexity difficult to handle. The system's development is user-driven, with multiple user groups contributing real-world use cases to guarantee its practical utility. The system is already being used in research and educational settings.",What kinds of searches or analyses can users perform using OpenSonar?,0.7384,Weakly Relevant,Weak
,"the benefit of stochastic pp attachment to a rule-based parser
to study pp attachment disambiguation as a benchmark for empirical methods in natural language processing it has often been reduced to a binary decision problem ( between verb or noun attachment ) in a particular syntactic configuration . a parser , however , must solve the more general task of deciding between more than two alternatives in many different contexts . we combine the attachment predictions made by a simple model of lexical attraction with a full-fledged parser of german to determine the actual benefit of the subtask to parsing . we show that the combination of data-driven and rule-based components can reduce the number of all parsing errors by 14 % and raise the attachment accuracy for dependency parsing of german to an unprecedented 92 % .","The usefulness of stochastic PP (prepositional phrase) attachment for a rule-based parser is examined in this paper. For empirical research, PP attachment disambiguation is frequently reduced to a binary verb/noun choice in particular situations, but a parser must manage several options in various settings. The authors combine a thorough rule-based parser for German with attachment predictions from a basic lexical attraction model. Their results show that parsing performance is greatly enhanced by this combination of rule-based and data-driven components. In particular, it improves the attachment accuracy for German dependency parsing to a remarkable 92% and lowers the overall number of parsing errors by 14%.
",What does PP stand for (prepositional phrase)?,0.7384,Weakly Relevant,Weak
